source,osm_id,store_name,chainname,address,city,latitude,longitude,store_type,phone,website
OpenStreetMap,n2270446432,Mashareq,,,,31.517452,34.4346853,convenience,,
OpenStreetMap,n7725589719,Matar,,,,33.2672456,35.2034873,supermarket,,
OpenStreetMap,n503994354,Matar Supermarket,,,,31.5394478,34.5090261,supermarket,,
OpenStreetMap,n432334743,Mawafi Minimarket,,,,32.192288,34.9667389,supermarket,,
OpenStreetMap,n432274363,Max Mar,,,,31.9002617,35.1993503,supermarket,,
OpenStreetMap,n11220189120,Maximal,,,,32.0174951,34.7449659,convenience,,
OpenStreetMap,n7281792541,Maxx mobile,,,,32.538301,35.8518293,convenience,,
OpenStreetMap,n432266979,Mazen Supermarket,,,,31.9058972,35.1968615,supermarket,,
OpenStreetMap,n432285867,Mecca Mall,,,,31.91958,35.206014,supermarket,,
OpenStreetMap,n432283580,Medya Supermarket عبد العزيز,,,,31.935715,35.0051945,supermarket,,
OpenStreetMap,n432260613,Mega Supermarket,,,,31.9212081,35.2058651,supermarket,022960740,
OpenStreetMap,n673367127,Menta,,,,30.6208787,35.194469,convenience,,
OpenStreetMap,n8357017981,Mentha,,,,32.1912513,34.8449572,convenience,,
OpenStreetMap,n432054965,Mhamed Mtawi',,,,32.2185865,35.2381895,supermarket,,
OpenStreetMap,n4969176160,Mid Way,,,,32.7106506,34.9477445,convenience,,
OpenStreetMap,w762359180,Mini Mall,,,,33.3397954,35.573152,general,,
OpenStreetMap,n4535006647,Mini Market,,,,31.604398,34.5424541,convenience,,
OpenStreetMap,n4486598826,Mini Market,,,,32.069242,34.7955813,convenience,,
OpenStreetMap,n4632071002,Mini Market,,,,32.1372001,34.9165167,convenience,,
OpenStreetMap,n4185807411,Mini Market,,,,31.9497356,34.8875379,convenience,,
OpenStreetMap,n5813444537,Mini Market,,,,31.8221921,34.6928445,convenience,,
OpenStreetMap,n4185807410,Mini Market,,,,31.9512243,34.8897261,convenience,,
OpenStreetMap,n3491679646,Mini Market,,,,32.1276595,35.0547012,convenience,,
OpenStreetMap,n3491614357,Mini Market,,,,32.1307549,35.0412177,convenience,,
OpenStreetMap,n3491375393,Mini Market,,,,32.1294306,35.043003,convenience,,
OpenStreetMap,n3366752572,Mini Market,,,,31.6955256,34.7314099,convenience,,
OpenStreetMap,n3491679649,Mini Market,,,,32.1276571,35.0475165,convenience,,
OpenStreetMap,n3493398508,Mini Market,,,,32.1287947,35.0486316,convenience,,
OpenStreetMap,n3516984472,Mini Market,,,,32.1284668,35.0459516,convenience,,
OpenStreetMap,n3718362158,Mini Market,,,,32.081046,34.8187622,convenience,,
OpenStreetMap,n3516984473,Mini Market,,,,32.1289551,35.0463723,convenience,,
OpenStreetMap,n3076640296,Mini Market,,,,31.656855,35.1257236,convenience,,
OpenStreetMap,n2924962875,Mini Market,,,,32.8215022,34.9639356,convenience,,
OpenStreetMap,n2924957393,Mini Market,,,,32.8214435,34.9638787,convenience,,
OpenStreetMap,n2921631127,Mini Market,,,,32.8181002,34.964887,convenience,,
OpenStreetMap,w288933964,Mini Market,,,,32.8182507,34.9636119,convenience,,
OpenStreetMap,w418126681,Mini Market,,,,31.9490896,34.8905243,convenience,,
OpenStreetMap,w698204783,Mini Market,,,,32.7855812,35.1706313,convenience,,
OpenStreetMap,w698204812,Mini Market,,,,32.785797,35.1706343,convenience,,
OpenStreetMap,n432329893,Mini Market,,,,32.1528761,35.0477928,supermarket,,
OpenStreetMap,n432322261,Mini Market,,,,32.1527941,35.0466377,supermarket,,
OpenStreetMap,n431907247,Mini Market,,,,31.4161381,34.9672656,supermarket,,
OpenStreetMap,n542695563,Mini Market,,,,32.3235746,34.8566687,supermarket,,
OpenStreetMap,n432065574,Mini Market Abu Nader,,,,31.4828434,35.0172432,supermarket,,
OpenStreetMap,n7083939308,Mini Market Indiana Jones,,,,30.3252737,35.4711278,convenience,,
OpenStreetMap,n432282949,Mini Market Yuonas,,,,31.9084905,35.1693842,supermarket,,
OpenStreetMap,n1667896705,Mini Shani,,,,31.2585546,34.7946399,convenience,,
OpenStreetMap,n8173206616,Mini market,,,,32.684674,35.2478637,supermarket,,
OpenStreetMap,w1304601165,Mini market Al Jawad,,,,33.3284988,35.6917327,convenience,,
OpenStreetMap,n1300092688,Mini supermarket,,,,29.5519932,34.9563932,supermarket,,
OpenStreetMap,n504257763,Mini-Market,,Omar Al-Mukhtar St. شارع عمر المختار,,31.5264233,34.4386678,convenience,,
OpenStreetMap,n432345740,Mini-Market,,,,32.0818848,35.1817577,supermarket,,
OpenStreetMap,n431997662,Mini-Market,,,,31.5216531,34.9726055,supermarket,,
OpenStreetMap,n432072054,Mini-Market,,,,31.5238741,34.9702458,supermarket,,
OpenStreetMap,n431708684,Mini-Market,,,,32.3502321,35.3506339,supermarket,,
OpenStreetMap,n431708682,Mini-Market,,,,32.3163249,35.3714598,supermarket,,
OpenStreetMap,n431708673,Mini-Market,,,,32.278816,35.3848044,supermarket,,
OpenStreetMap,n431708662,Mini-Market,,,,32.2854841,35.3807191,supermarket,,
OpenStreetMap,n431708650,Mini-Market,,,,32.3520103,35.3487339,supermarket,,
OpenStreetMap,n431708628,Mini-Market,,,,32.2816536,35.3869995,supermarket,,
OpenStreetMap,n431708623,Mini-Market,,,,32.2912741,35.3807718,supermarket,,
OpenStreetMap,n431708703,Mini-Market,,,,32.3224433,35.3680536,supermarket,,
OpenStreetMap,n431708770,Mini-Market,,,,32.3516945,35.3506294,supermarket,,
OpenStreetMap,n431708753,Mini-Market,,,,32.2850412,35.3836578,supermarket,,
OpenStreetMap,n431708738,Mini-Market,,,,32.3215179,35.3676308,supermarket,,
OpenStreetMap,n431708735,Mini-Market,,,,32.323432,35.3684939,supermarket,,
OpenStreetMap,n431708732,Mini-Market,,,,32.349801,35.3517425,supermarket,,
OpenStreetMap,n431708722,Mini-Market,,,,32.3504601,35.350974,supermarket,,
OpenStreetMap,n431708720,Mini-Market,,,,32.3123592,35.3708574,supermarket,,
OpenStreetMap,n431708717,Mini-Market,,,,32.3518934,35.348146,supermarket,,
OpenStreetMap,n431708704,Mini-Market,,,,32.320438,35.3669333,supermarket,,
OpenStreetMap,n431708606,Mini-Market,,,,32.3513988,35.3509684,supermarket,,
OpenStreetMap,n431708603,Mini-Market,,,,32.2797092,35.3885364,supermarket,,
OpenStreetMap,n431708592,Mini-Market,,,,32.2846467,35.3804904,supermarket,,
OpenStreetMap,n431708590,Mini-Market,,,,32.2858318,35.3795449,supermarket,,
OpenStreetMap,n431708579,Mini-Market,,,,32.3237117,35.368224,supermarket,,
OpenStreetMap,n431708776,Mini-Market,,,,32.2778152,35.3896409,supermarket,,
OpenStreetMap,n431708778,Mini-Market,,,,32.3521386,35.3487978,supermarket,,
OpenStreetMap,n431708811,Mini-Market,,,,32.2920264,35.3804298,supermarket,,
OpenStreetMap,n431708801,Mini-Market,,,,32.2856047,35.3797968,supermarket,,
OpenStreetMap,n431708797,Mini-Market,,,,32.3275546,35.3644626,supermarket,,
OpenStreetMap,n432247083,Mini-Market,,,,31.5243948,34.9665984,supermarket,,
OpenStreetMap,n6000997373,Mini-Maxi,,,,32.822682,34.959617,convenience,,
OpenStreetMap,w745462761,Minimall supermarket,,,,33.3769346,35.4683028,supermarket,,
OpenStreetMap,n5181353660,Minimarket,,,,32.3793624,34.910042,convenience,,
OpenStreetMap,n432145058,Minimarket,,,,31.5183073,35.1618983,convenience,,
OpenStreetMap,n432286987,Minimarket,,,,31.9274875,35.0953139,supermarket,,
OpenStreetMap,n432292030,Minimarket,,,,31.9261297,35.0954086,supermarket,,
OpenStreetMap,n432294302,Minimarket,,,,31.9288825,35.1023806,supermarket,,
OpenStreetMap,n432293303,Minimarket,,,,31.9284416,35.0871766,supermarket,,
OpenStreetMap,n432275024,Minimarket,,,,31.9252578,35.1029128,supermarket,,
OpenStreetMap,n432354170,Minimarket,,,,32.0795533,35.1872887,supermarket,,
OpenStreetMap,n432353893,Minimarket,,,,32.1110425,35.2410408,supermarket,,
OpenStreetMap,n432297117,Minimarket,,,,31.9279267,35.0927803,supermarket,,
OpenStreetMap,n432295833,Minimarket,,,,31.9238556,35.1019827,supermarket,,
OpenStreetMap,n432347800,Minimarket,,,,32.1078173,35.2374463,supermarket,,
OpenStreetMap,n432351266,Minimarket,,,,32.1033675,35.2266539,supermarket,,
OpenStreetMap,n432319484,Minimarket,,,,32.1638434,34.9773298,supermarket,,
OpenStreetMap,n432317825,Minimarket,,,,32.1669446,34.9753045,supermarket,,
OpenStreetMap,n431980468,Minimarket,,,,32.3077674,35.1627177,supermarket,,
OpenStreetMap,n432260319,Minimarket,,,,31.9249547,35.0965715,supermarket,,
OpenStreetMap,n432261046,Minimarket,,,,31.8527765,35.1862293,supermarket,,
OpenStreetMap,n432118297,Minimarket 2000,,,,32.2277044,35.2999956,supermarket,,
OpenStreetMap,n432295917,Minimarket Abood,,,,31.9661552,35.2922785,supermarket,,
OpenStreetMap,n432146918,Minimarket Hamodee,,,,31.5530217,35.1112956,supermarket,,
OpenStreetMap,w762359191,Minimarket KHALIL,,,,33.3314643,35.5684971,convenience,,
OpenStreetMap,n432282456,Minimarket Mohamad Hamed,,,,31.9869623,35.0382825,supermarket,,
OpenStreetMap,n432281731,Miramar Supermarket,,,,31.9151324,35.2067731,supermarket,,
OpenStreetMap,n432368163,Moaz,,,,32.3095606,35.0207178,supermarket,,
OpenStreetMap,n432422285,Moaz Al Qasim,,,,32.3059783,35.1172615,supermarket,,
OpenStreetMap,n431962517,Mohammad Wahbi,,,,32.2287043,35.3048668,supermarket,,
OpenStreetMap,n4808049309,Monela,,,,32.6957586,35.0435511,convenience,,
OpenStreetMap,n431884698,Montather Alzubaidi,,,,31.5094607,34.9471782,supermarket,,
OpenStreetMap,n432383620,Mostafa,,,,32.3373603,35.0376549,supermarket,,
OpenStreetMap,n432282894,Mousa Al Ajez Supermarket,,,,31.8215249,35.1515921,supermarket,,
OpenStreetMap,n6509788463,Movenpick,,,,30.3258633,35.4737055,supermarket,,
OpenStreetMap,n5904662046,Mqdad Shop Kiosk,,,,31.7808368,35.2372195,convenience,,
OpenStreetMap,n9834786218,Mtaktal,,,,32.5328531,35.8452949,general,,https://www.facebook.com/mtaktakstore/
OpenStreetMap,n431708655,Muatasim Mini-Market,,,,32.2793068,35.3849051,supermarket,,
OpenStreetMap,n432182053,Muhamad For Chicken,,,,32.0705226,35.2388447,supermarket,,
OpenStreetMap,n6205500072,Muhanad Market,,,,31.9078824,35.8363152,supermarket,,
OpenStreetMap,n6606635699,My Style Mall اسلوبي مول,,,,31.8859839,35.8905198,supermarket,,
OpenStreetMap,n431983676,Nabel,,,,32.216753,35.3199295,supermarket,,
OpenStreetMap,n10694856546,Nabelsi Grocery,,,,31.7929594,35.2290805,convenience,,
OpenStreetMap,n432330801,Nablus Sweets,,,,32.1892258,35.1359573,supermarket,,
OpenStreetMap,n432262671,Nablus Vigetables Market,,,,31.8976244,35.1873962,supermarket,,
OpenStreetMap,n432261492,Naden Supermarket,,,,31.9018986,35.2064908,supermarket,,
OpenStreetMap,n432206113,Nagham Vegetable Shop,,,,31.6102911,35.0344719,convenience,,
OpenStreetMap,n4169739731,Naser Abed Mini Market,,Al-Shuhadaa Street,,32.4518518,35.2629194,supermarket,,
OpenStreetMap,n432269781,Naser Supermarket,,,,31.9551432,35.1679475,supermarket,,
OpenStreetMap,n431708580,Nasir Market,,,,32.3503092,35.3522938,supermarket,,
OpenStreetMap,n432545047,Nazzal Furniture,,,,32.4123015,35.2707947,convenience,,
OpenStreetMap,n1196970324,Nedal Supermarket,,,,31.9069213,35.214572,supermarket,,
OpenStreetMap,n13816178120,Nevien supermarket,,,,32.0196953,35.8609062,supermarket,,
OpenStreetMap,n432411643,Nidal,,,,32.3122528,35.0406579,supermarket,,
OpenStreetMap,n432262697,Noor Al Huda Supermarket,,,,31.9009213,35.1709661,supermarket,,
OpenStreetMap,n432116973,Noor Ala Noor,,,,32.1412904,35.2815014,supermarket,,
OpenStreetMap,n432104049,Noor Ala Noor,,,,32.1379313,35.2648602,supermarket,,
OpenStreetMap,n431933286,Noor Ala Noor,,,,32.1421787,35.2839131,supermarket,,
OpenStreetMap,n432541095,Noor Shams,,,,32.3192936,35.0584393,supermarket,,
OpenStreetMap,n8009089202,Nouh Market,,,,33.3106782,35.5199287,supermarket,,
OpenStreetMap,n432138929,Nuts,,,,32.191048,35.2941554,supermarket,,
OpenStreetMap,n9587791789,OPEN,,,,31.9032506,35.0071432,supermarket,,
OpenStreetMap,n432530214,Oday Minimarket,,,,32.4117145,35.0695471,supermarket,,
OpenStreetMap,n432379786,Odeh,,,,32.325519,35.0408678,supermarket,,
OpenStreetMap,n4127210189,Odeh Supermarket,,,,31.9617384,35.2167418,supermarket,,
OpenStreetMap,n432366107,Okaz Minimarket,,,,32.3274685,35.0497592,supermarket,,
OpenStreetMap,n5275257123,Oldi's market,,,,32.3291616,34.857329,supermarket,,
OpenStreetMap,n8009089203,Olleik market,,,,33.3093615,35.5174844,supermarket,,
OpenStreetMap,n432329983,Omran,,,,32.1890657,35.1359241,supermarket,,
OpenStreetMap,n432105789,Osama,,,,32.1055603,35.2859687,supermarket,,
OpenStreetMap,n504263010,Osama Super Market,,,,31.5321735,34.4716716,supermarket,,
OpenStreetMap,n431962528,Oscar Clothes Shop,,,,32.2224793,35.2605069,supermarket,,
OpenStreetMap,n6095234877,Osher Ad,אושר עד,,,32.8033194,35.0115116,supermarket,,
OpenStreetMap,n431979609,Owida,,,,32.1405092,35.2805452,supermarket,,
OpenStreetMap,n432130569,Palestine,,,,32.1332947,35.2111045,supermarket,,
OpenStreetMap,n432284922,Palestine Supermarket,,,,32.0409144,35.1707177,supermarket,,
OpenStreetMap,n432123814,Palestine Supermarket,,,,31.4092824,34.973181,supermarket,,
OpenStreetMap,n432293402,Paradisde Supermarket,,,,31.935929,35.2045775,supermarket,,
OpenStreetMap,n432079718,Peace Market,,,,32.1382493,35.2814136,supermarket,,
OpenStreetMap,n12646473640,Pink Market,,,,32.0745933,34.821749,convenience,,
OpenStreetMap,n432261776,Planet Supermarket,,,,32.0392996,35.0384639,supermarket,,
OpenStreetMap,n432340490,Plant Store,,,,31.8436639,35.4493053,supermarket,,
OpenStreetMap,n8611348183,Politzer,,,,32.2774387,34.8428096,supermarket,,
OpenStreetMap,n9119505017,Premier Supermarket,,,,31.9591786,35.8623759,supermarket,+962 07 9111 7149,
OpenStreetMap,n6452755996,Prime Fresh Food,,Salem Ya'qoub Al-Khouri Street,,31.9959558,35.8365373,supermarket,,
OpenStreetMap,n2539792321,Produce,,,,31.953222,35.884165,supermarket,,
OpenStreetMap,n432189077,Qafiesheh Supermarket,,,,31.5332068,35.0934985,supermarket,,
OpenStreetMap,n432260456,Qalandya,,,,31.8618552,35.207364,supermarket,,
OpenStreetMap,n432396448,Qasho' Market,,,,32.3188836,35.0491696,supermarket,,
OpenStreetMap,n432269472,Queen Style Sweets,,,,31.9992881,35.2840185,supermarket,,
OpenStreetMap,n1251428377,Quick stop,,,,32.0160367,34.7385843,convenience,,
OpenStreetMap,n2203144742,RED,,,,32.1764867,34.8491133,convenience,,
OpenStreetMap,n432380905,Ra'd,,,,32.4338741,35.0873538,supermarket,,
OpenStreetMap,n432396154,Raed Othman,,,,32.3697666,35.1044552,supermarket,,
OpenStreetMap,n7449925639,Rafi,,,,32.8573209,35.2621075,supermarket,,
OpenStreetMap,n431804089,Rahaf Minimarket,,,,32.454463,35.1455854,convenience,,
OpenStreetMap,n432539261,Rami,,,,32.3095745,35.1178248,supermarket,,
OpenStreetMap,n6585253989,Rami Levi,,,,32.8988984,35.0913274,supermarket,,
OpenStreetMap,n431753969,Rami Minimarket,,,,32.4856184,35.2307167,supermarket,,
OpenStreetMap,n432342992,Rami Rjoub,,,,31.8636793,35.4492899,supermarket,,
OpenStreetMap,n432283245,Ras Karkar Consuming Organization,,,,31.9426355,35.1068229,supermarket,,
OpenStreetMap,n432139467,Rasmi Al Jad,,,,32.2286005,35.2576115,supermarket,,
OpenStreetMap,n431917110,Rass Al 'Arood Supermarket,,,,31.5748779,35.1373274,supermarket,,
OpenStreetMap,n10908823547,Rawabi Al Jama'a,,,,32.0235804,35.8747216,supermarket,,
OpenStreetMap,n1564904481,Rawafed Company روافد شركة,,Alyarmouk,,31.5139484,34.4521196,convenience,,www.rawafed.ps
OpenStreetMap,n432277129,Razan,,,,31.9638801,35.1701804,supermarket,,
OpenStreetMap,n13408074601,Red770,,ז'בוטינסקי,,31.7298528,34.7464983,grocery,,
OpenStreetMap,n504258449,Redwan Supermarket,,,,31.5385744,34.451643,supermarket,,
OpenStreetMap,n4398715450,Reem Supermarket,,,,31.9036443,35.1976095,supermarket,,
OpenStreetMap,n432262521,Reema,,,,31.9602787,35.2971466,supermarket,,
OpenStreetMap,n432227933,Repair Shop for LG Washing Machines,,,,31.5042252,34.9659656,convenience,,
OpenStreetMap,n7725589732,Rimal A Asli,,,,33.2577499,35.221716,supermarket,,
OpenStreetMap,n432279479,Rite Supermarket,,,,31.8905872,35.167961,supermarket,,
OpenStreetMap,n3416549693,Roberto's Liquor Store,,,,31.7171422,35.1840393,general,,
OpenStreetMap,n360629631,Rock City Supermarket,,,,30.3227405,35.4743008,supermarket,,
OpenStreetMap,n432268055,Rosa Mole,,,,31.9005338,35.1704575,supermarket,,
OpenStreetMap,n432337228,Rotana Supermarket,,,,31.836858,35.4425357,supermarket,,
OpenStreetMap,n431789738,Rubbish Storage,,,,31.5050364,34.9607811,convenience,,
OpenStreetMap,n2344061525,Rum Gate Supermarket,,,,29.5766389,35.4195598,convenience,,
OpenStreetMap,n431708666,Rushdii Mini Market,,,,32.3214441,35.3709481,supermarket,,
OpenStreetMap,n6391773686,Russian supermarket,,,,29.5308036,35.0043356,supermarket,,
OpenStreetMap,n432294762,Sab Rayt Supermarket,,,,31.8527199,35.1838775,supermarket,,
OpenStreetMap,n2493577317,Saeed Super Market,,,,31.8959947,35.2127063,supermarket,,
OpenStreetMap,n432265120,Safe Supermarket,,,,31.9155894,35.2168382,supermarket,,
OpenStreetMap,w107234109,Safeway,,,,29.5393365,35.0117479,supermarket,,
OpenStreetMap,w740444119,Safeway,,,,33.2548489,35.3805863,supermarket,,
OpenStreetMap,w420027979,Safeway,,,,31.9975323,35.8515318,supermarket,,
OpenStreetMap,n3664476829,Safeway Express,,Princess Sarvath El-Hassan Street 73,,31.9663359,35.8448371,supermarket,,
OpenStreetMap,n9648242756,Safeway السيفوي,,,,32.5396592,35.8609541,supermarket,,
OpenStreetMap,n432280934,Saja,,,,31.9389988,35.2474897,supermarket,,
OpenStreetMap,n7725586369,Saksouk,,,,33.2427279,35.2377397,supermarket,,
OpenStreetMap,n432343354,Salah,,,,31.946925,35.4641833,supermarket,,
OpenStreetMap,n432171006,Salem,,,,32.211708,35.3226322,supermarket,,
OpenStreetMap,n431708631,Salem Supermarket,,,,32.2822762,35.3845074,supermarket,,
OpenStreetMap,n431996752,Salhab,,,,32.2232329,35.2451036,supermarket,,
OpenStreetMap,n4575023860,Sallati Supermarket,,,,32.0134416,35.1903146,supermarket,,
OpenStreetMap,n432262359,Salsabel Supermaret,,,,31.8945967,35.179649,supermarket,,
OpenStreetMap,n10718293799,Sama Rum Supermarket,,,,29.5765584,35.419947,convenience,,
OpenStreetMap,n432401543,Samaha Sweets,,,,32.3128064,35.0275827,supermarket,,
OpenStreetMap,n432290260,Sameer,,,,32.0111081,35.3154347,supermarket,,
OpenStreetMap,n432278533,Sameer,,,,31.9112736,35.2717201,supermarket,,
OpenStreetMap,n6498465893,Sameer Store,,,,32.0136355,35.8671078,supermarket,,
OpenStreetMap,n13659130701,Sameh mall,,,,31.9207351,35.8586608,supermarket,,
OpenStreetMap,n432296377,Samer,,,,31.8364711,35.1488241,supermarket,,
OpenStreetMap,n432296034,Samer,,,,31.8349915,35.1456709,supermarket,,
OpenStreetMap,n432290002,Samer Supermarket,,,,31.9986051,35.2019656,supermarket,,
OpenStreetMap,n432269389,Samer Supermarket,,,,32.0104215,35.3026304,supermarket,,
OpenStreetMap,n432182502,Sami Aref Mini Market,,,,32.2096101,35.1922074,supermarket,,
OpenStreetMap,n432044848,Samir Al Qasrawi Stores,,,,32.0849959,35.3370082,supermarket,,
OpenStreetMap,w41243664,Sarsoor Supermarket,,,,31.5480953,34.5004824,supermarket,,
OpenStreetMap,n5608683869,Save side mall,,,,32.0572029,35.7199951,supermarket,,
OpenStreetMap,n6063760268,Select,,,,31.9559535,35.8550355,supermarket,,
OpenStreetMap,n8537137960,Seven Express,,,,32.0550296,34.7667273,supermarket,,
OpenStreetMap,n13011370881,Seven Express,,,,32.0985607,34.8815477,convenience,,
OpenStreetMap,n12595637757,Seven Express,,,,31.967524,34.8171317,convenience,,
OpenStreetMap,w654165732,Seven Stores,,Odeh Abu Tayeh Street 7,,31.975991,35.8902204,supermarket,,
OpenStreetMap,w762693975,Shadia's Market,,,,33.3606441,35.588702,convenience,,
OpenStreetMap,n4808049312,Shafika,,,,32.6942431,35.0442204,convenience,,
OpenStreetMap,n505024063,Shaheen Supermarket,,,,31.4177108,34.3505846,supermarket,,
OpenStreetMap,n432284904,Shahrazad Sweets,,,,31.8505744,35.2264013,supermarket,,
OpenStreetMap,n504302535,Shampion Paints,,,,31.4901831,34.4523164,convenience,,
OpenStreetMap,n432263430,Shamshom,,,,31.9870372,35.1580631,supermarket,,
OpenStreetMap,n431708653,Sharif Market,,,,32.3164591,35.371046,supermarket,,
OpenStreetMap,n432356900,Sharif Supermarket,,,,32.0830323,35.1842772,supermarket,,
OpenStreetMap,n432131816,Shawar Supermarket,,,,31.531772,35.0943124,supermarket,,
OpenStreetMap,n504278165,Sheheibar Supermarket,,,,31.5079665,34.4492331,supermarket,,
OpenStreetMap,n454384412,Shiroko,,,,32.0861314,34.7701888,supermarket,,
OpenStreetMap,n432263380,Shkar Supermarket,,,,31.8225835,35.1503047,supermarket,,
OpenStreetMap,n1196970310,Shop Right,,,,31.8929352,35.1687491,supermarket,,
OpenStreetMap,n1927937402,Shopping Corner,,,,32.0522254,35.8774239,supermarket,,
OpenStreetMap,w304804220,Shorab Super Market,,,,31.3439866,34.3027766,supermarket,,
OpenStreetMap,n432268747,Shqair,,,,31.8356067,35.1429006,supermarket,,
OpenStreetMap,n2079210981,Shufersal,שופרסל,"צה""ל 73",,32.1217166,34.8352611,supermarket,,
OpenStreetMap,n7804131638,Shufersal,שופרסל,,,32.8122787,34.9607981,supermarket,,
OpenStreetMap,w133868992,Shufersal,שופרסל,,,32.4014552,34.9017683,supermarket,,https://www.shufersal.co.il
OpenStreetMap,w129213576,Shufersal,שופרסל,,,31.603161,34.7574275,supermarket,,https://www.shufersal.co.il
OpenStreetMap,n3778636099,Shufersal,שופרסל,,,31.8876231,34.7328047,supermarket,,https://www.shufersal.co.il
OpenStreetMap,n1003559148,Shufersal,שופרסל,,,32.7959916,35.0099227,supermarket,,https://www.shufersal.co.il
OpenStreetMap,n1357499780,Shufersal,שופרסל,,,31.8920094,34.7897095,supermarket,,https://www.shufersal.co.il
OpenStreetMap,n560074182,Shufersal,שופרסל,,,31.775709,35.2179065,supermarket,,https://www.shufersal.co.il
OpenStreetMap,n750945684,Shufersal,שופרסל,,,32.0879126,34.8597239,supermarket,,https://www.shufersal.co.il
OpenStreetMap,n1367827984,Shufersal,שופרסל,,,31.884883,34.738359,supermarket,,https://www.shufersal.co.il
OpenStreetMap,n6232949117,Shufersal Express,שופרסל,,,29.5448062,34.9318161,supermarket,,
OpenStreetMap,n4489006989,Shufersal Express,שופרסל,,,32.0509892,34.7538301,convenience,,
OpenStreetMap,n6005551686,Shuk Bezalel,,בית לחם 1,,32.0711269,34.7708152,supermarket,,
OpenStreetMap,n432262092,Shumo' Mall,,,,31.9018927,35.2049986,supermarket,,
OpenStreetMap,n432371685,Shwaikah,,,,32.3359291,35.0371331,supermarket,,
OpenStreetMap,n432061158,Sidar,,,,32.2219569,35.2367644,convenience,,
OpenStreetMap,n432277370,Sief Al Dean Supermarket,,,,32.0333662,35.2877177,supermarket,,
OpenStreetMap,n432073229,Silham,,,,32.1763808,35.3395556,supermarket,,
OpenStreetMap,w263829838,Simply Cozmo,,شارع جمعة الشبلي 2,,31.9950939,35.8136135,supermarket,,
OpenStreetMap,n5175028875,Simply cozmo,,,,31.9623469,35.889506,supermarket,,
OpenStreetMap,n432129910,Sina,,,,32.2021711,35.2843817,supermarket,,
OpenStreetMap,n6462868077,Site supermarket سوبرماركت الموقع,,شارع الوفاق,,32.0043179,35.8812444,supermarket,,
OpenStreetMap,n4402533889,Sky mall,,,,32.238656,35.2434004,supermarket,,
OpenStreetMap,n1425956802,Small Supermarket,,,,31.9357924,34.834447,convenience,,
OpenStreetMap,n6547423945,So Good,,,,32.7599293,35.3597247,convenience,+972 54 291 3573,https://www.sonol.co.il/sogood/
OpenStreetMap,n9120749996,So good,,,,32.4288329,35.0153463,convenience,,
OpenStreetMap,n3199965313,SoGood,,נדב בסקינד 10,,31.9876762,34.7685629,convenience,,http://www.sonol.co.il/
OpenStreetMap,n4426108472,SoGood,,,,31.2517069,34.8195487,convenience,,http://www.sonol.co.il/
OpenStreetMap,n4806945506,SoGood,,,,32.9626441,35.3744941,convenience,,
OpenStreetMap,n5390483665,SoGood,,,,33.1928458,35.5693619,convenience,,
OpenStreetMap,n5383728230,SoGood,,,,32.9871828,35.7067654,convenience,+972 54 673 3025,
OpenStreetMap,n5349892860,SoGood,,,,31.7312547,34.7556827,convenience,,
OpenStreetMap,n5341187722,SoGood,,,,32.2084899,35.1583428,convenience,,
OpenStreetMap,n5242481958,SoGood,,,,32.0739923,34.7916541,convenience,,
OpenStreetMap,n5223320790,SoGood,,,,31.8150507,35.3497366,convenience,,http://www.sonol.co.il/
OpenStreetMap,n5777009498,SoGood,,,,31.9911746,34.7699912,convenience,,
OpenStreetMap,n5200867666,SoGood,,,,31.6968413,34.6951704,convenience,,http://www.sonol.co.il/
OpenStreetMap,n4923569400,SoGood,,,,31.7951981,35.1470249,convenience,,
OpenStreetMap,n4809033956,SoGood,,,,32.7690469,35.0075664,convenience,,
OpenStreetMap,n1933709140,SoGood,,,,32.0409459,34.7733007,convenience,,http://www.sonol.co.il/
OpenStreetMap,n2094622246,SoGood,,,,33.0457418,35.57342,convenience,,
OpenStreetMap,n2099017835,SoGood,,,,32.0144155,34.8121162,convenience,,http://www.sonol.co.il/
OpenStreetMap,n1798702764,SoGood,,,,31.6466385,34.6887415,convenience,+972546733660,http://www.sonol.co.il/
OpenStreetMap,n1823251321,SoGood,,,,32.0662892,34.7853439,convenience,,http://www.sonol.co.il/
OpenStreetMap,n1811707789,SoGood,,,,32.923567,35.3020935,convenience,,
OpenStreetMap,n1804534255,SoGood,,,,32.7118924,35.4345096,convenience,,
OpenStreetMap,n1765949888,SoGood,,,,33.0005449,35.598426,convenience,,
OpenStreetMap,n2338540464,SoGood,,,,31.8165025,34.7721635,convenience,,http://www.sonol.co.il/
OpenStreetMap,n2468336494,SoGood,,,,32.0775748,34.7719096,convenience,,http://www.sonol.co.il/
OpenStreetMap,n2420832284,SoGood,,,,32.0055212,34.8077165,convenience,,http://www.sonol.co.il/
OpenStreetMap,n2390505446,SoGood,,,,32.1806482,34.8897899,convenience,,http://www.sonol.co.il/
OpenStreetMap,n2390505444,SoGood,,,,32.1941055,34.8845002,convenience,,http://www.sonol.co.il/
OpenStreetMap,n2378304437,SoGood,,,,29.5608055,34.9579639,convenience,+97286337327,http://www.sonol.co.il/
OpenStreetMap,n2939685866,SoGood,,,,32.6612674,35.2355642,convenience,,http://www.sonol.co.il/
OpenStreetMap,n2939671627,SoGood,,,,32.706395,35.1740423,convenience,,http://www.sonol.co.il/
